,owners
16035,20000-50000
1444,500000-1000000
13479,20000-50000
6407,100000-200000
51299,0-20000
14444,20000-50000
54205,0-20000
26142,0-20000
23277,0-20000
472,>1000000
30925,0-20000
31965,0-20000
22161,0-20000
19239,0-20000
13193,20000-50000
29142,0-20000
45826,0-20000
28820,0-20000
53227,0-20000
3252,200000-500000
25707,0-20000
54127,0-20000
17089,20000-50000
33438,0-20000
1451,500000-1000000
2225,200000-500000
2242,200000-500000
58790,0-20000
10344,50000-100000
34726,0-20000
39179,0-20000
7480,50000-100000
35382,0-20000
37516,0-20000
10625,20000-50000
41104,0-20000
15579,20000-50000
46564,0-20000
45332,0-20000
10946,20000-50000
31193,0-20000
34871,0-20000
44305,0-20000
58122,0-20000
35995,0-20000
31213,0-20000
18264,20000-50000
36814,0-20000
48744,0-20000
15387,20000-50000
22675,0-20000
57355,0-20000
38791,0-20000
48977,0-20000
14896,20000-50000
5456,100000-200000
47303,0-20000
44858,0-20000
48985,0-20000
22272,0-20000
41811,0-20000
29290,0-20000
48810,0-20000
17447,20000-50000
33037,0-20000
39079,0-20000
18519,0-20000
17674,20000-50000
6291,100000-200000
27048,0-20000
20644,0-20000
20115,0-20000
31082,0-20000
24696,0-20000
33677,0-20000
30414,0-20000
44815,0-20000
20446,0-20000
13311,20000-50000
2262,200000-500000
57838,0-20000
4273,100000-200000
24503,0-20000
7458,50000-100000
51205,0-20000
57330,0-20000
2148,200000-500000
47292,0-20000
16199,20000-50000
11364,20000-50000
52658,0-20000
23271,0-20000
550,>1000000
26371,0-20000
38934,0-20000
9185,0-20000
21322,0-20000
24379,0-20000
13866,20000-50000
49863,0-20000
36643,0-20000
55543,0-20000
38258,0-20000
40945,0-20000
54066,0-20000
29349,0-20000
37893,0-20000
22023,0-20000
34680,0-20000
58994,0-20000
13154,20000-50000
50251,0-20000
8082,50000-100000
40570,0-20000
54917,0-20000
24961,0-20000
58292,0-20000
40879,0-20000
46396,0-20000
57281,0-20000
34265,0-20000
13656,20000-50000
19320,0-20000
47280,0-20000
14827,20000-50000
38371,0-20000
35522,0-20000
54421,0-20000
2579,200000-500000
14976,20000-50000
42144,0-20000
32553,0-20000
44394,0-20000
49028,0-20000
54033,0-20000
31168,0-20000
57312,0-20000
1082,500000-1000000
26734,0-20000
17724,20000-50000
6250,100000-200000
27869,0-20000
41101,0-20000
31449,0-20000
44800,0-20000
47688,0-20000
2163,200000-500000
52820,0-20000
334,>1000000
6899,50000-100000
10400,50000-100000
50683,0-20000
29721,0-20000
23938,0-20000
21769,0-20000
9699,50000-100000
31460,0-20000
29477,0-20000
36616,0-20000
19678,0-20000
47659,0-20000
39155,0-20000
13789,20000-50000
42214,0-20000
8815,50000-100000
25083,0-20000
49083,0-20000
52705,0-20000
51576,0-20000
24962,0-20000
4165,100000-200000
50698,0-20000
6649,100000-200000
4101,200000-500000
8499,50000-100000
37654,0-20000
37658,0-20000
40444,0-20000
13175,20000-50000
37380,0-20000
11280,20000-50000
30703,0-20000
40077,0-20000
38954,0-20000
41375,0-20000
27351,0-20000
11811,20000-50000
12188,20000-50000
20310,0-20000
33992,0-20000
7360,50000-100000
23438,0-20000
28695,0-20000
50858,0-20000
44812,0-20000
35327,0-20000
48713,0-20000
15844,20000-50000
36008,0-20000
57142,0-20000
2714,200000-500000
42296,0-20000
55250,0-20000
26402,0-20000
14816,0-20000
11907,20000-50000
38244,0-20000
42132,0-20000
13060,20000-50000
33080,0-20000
53234,0-20000
37343,0-20000
11906,20000-50000
8431,50000-100000
5286,100000-200000
7202,50000-100000
24636,0-20000
53764,0-20000
32183,0-20000
58388,0-20000
22140,0-20000
40247,0-20000
26852,0-20000
34903,0-20000
23586,0-20000
6490,100000-200000
413,>1000000
28542,0-20000
6025,100000-200000
16773,20000-50000
56549,0-20000
10322,50000-100000
16064,20000-50000
51201,0-20000
4641,100000-200000
38113,0-20000
51506,0-20000
37931,0-20000
10021,50000-100000
2634,200000-500000
51184,0-20000
55113,0-20000
32054,0-20000
47260,0-20000
1604,500000-1000000
29443,0-20000
33991,0-20000
21086,0-20000
44352,0-20000
41122,0-20000
16744,20000-50000
57867,0-20000
13808,20000-50000
25879,0-20000
48420,0-20000
19442,0-20000
14352,20000-50000
2589,200000-500000
45284,0-20000
9445,50000-100000
26146,0-20000
22142,0-20000
8075,50000-100000
42787,0-20000
6321,100000-200000
18014,20000-50000
11424,20000-50000
35247,0-20000
29754,0-20000
37265,0-20000
9538,50000-100000
37735,0-20000
6775,50000-100000
28057,0-20000
15663,20000-50000
1320,500000-1000000
17644,20000-50000
26328,0-20000
13187,20000-50000
48783,0-20000
27891,0-20000
33634,0-20000
43877,0-20000
58347,0-20000
12182,20000-50000
29677,0-20000
44828,0-20000
410,200000-500000
25803,0-20000
11921,20000-50000
30692,0-20000
51255,0-20000
4981,100000-200000
32270,0-20000
22646,0-20000
27417,0-20000
26504,0-20000
39058,0-20000
56012,0-20000
53822,0-20000
7525,50000-100000
12431,20000-50000
36552,0-20000
57428,0-20000
42538,0-20000
54377,0-20000
12325,20000-50000
23402,0-20000
52907,0-20000
35877,0-20000
26732,0-20000
16533,20000-50000
37373,0-20000
31271,0-20000
37231,0-20000
4841,100000-200000
45146,0-20000
40784,0-20000
4659,100000-200000
8125,50000-100000
36937,0-20000
31648,0-20000
37247,0-20000
46662,0-20000
1791,500000-1000000
44647,0-20000
12162,20000-50000
2986,200000-500000
40644,0-20000
9466,50000-100000
19564,0-20000
7135,50000-100000
30318,0-20000
36622,0-20000
48497,0-20000
18179,20000-50000
23296,0-20000
26583,0-20000
12575,20000-50000
11452,20000-50000
36922,0-20000
14401,20000-50000
17308,20000-50000
47253,0-20000
56310,0-20000
32377,0-20000
52862,0-20000
43512,0-20000
31467,0-20000
33980,0-20000
22090,0-20000
2767,200000-500000
27173,0-20000
16106,20000-50000
43636,0-20000
4369,100000-200000
31667,0-20000
58892,0-20000
24604,0-20000
50143,0-20000
20936,0-20000
26637,0-20000
36951,0-20000
23674,0-20000
31988,0-20000
45856,0-20000
52168,0-20000
11645,20000-50000
18585,0-20000
1820,500000-1000000
27306,0-20000
32602,0-20000
16356,20000-50000
47828,0-20000
39587,0-20000
34383,0-20000
28426,0-20000
37937,0-20000
44206,0-20000
31906,0-20000
48410,0-20000
50624,0-20000
20250,0-20000
33039,0-20000
27053,0-20000
41864,0-20000
47028,0-20000
39496,0-20000
12970,20000-50000
47903,0-20000
28272,0-20000
1067,500000-1000000
38962,0-20000
45930,0-20000
41943,0-20000
17252,20000-50000
49466,0-20000
19556,0-20000
43457,0-20000
37424,0-20000
37400,0-20000
21856,0-20000
38765,0-20000
36750,0-20000
5134,200000-500000
14169,20000-50000
33402,0-20000
15824,20000-50000
20372,0-20000
46429,0-20000
11356,20000-50000
57258,0-20000
29953,0-20000
35149,0-20000
4721,100000-200000
46213,0-20000
19693,0-20000
58796,0-20000
58244,0-20000
28773,0-20000
29939,0-20000
36102,0-20000
45288,0-20000
49658,0-20000
19474,0-20000
12312,20000-50000
16814,20000-50000
21363,0-20000
9338,50000-100000
9655,50000-100000
9746,50000-100000
52185,0-20000
38983,0-20000
48379,0-20000
51193,0-20000
40722,0-20000
54719,0-20000
17274,20000-50000
18262,20000-50000
52210,0-20000
29073,0-20000
35230,0-20000
13964,20000-50000
39336,0-20000
51782,0-20000
36445,0-20000
23520,0-20000
43352,0-20000
45697,0-20000
22026,50000-100000
53168,0-20000
13791,20000-50000
30456,0-20000
48505,0-20000
52428,0-20000
21947,0-20000
19718,0-20000
10375,50000-100000
846,>1000000
34444,0-20000
5313,100000-200000
39764,0-20000
3239,200000-500000
19007,0-20000
24340,0-20000
53961,0-20000
6413,100000-200000
14962,20000-50000
30264,0-20000
53842,0-20000
25801,0-20000
19542,0-20000
48722,0-20000
8796,50000-100000
14069,20000-50000
47371,0-20000
10943,20000-50000
48499,0-20000
35505,0-20000
30251,0-20000
50592,0-20000
25506,0-20000
39730,0-20000
8188,50000-100000
35333,0-20000
18293,20000-50000
47918,0-20000
10970,20000-50000
37915,0-20000
10783,20000-50000
1440,500000-1000000
30955,0-20000
48755,0-20000
49575,0-20000
24684,0-20000
42363,0-20000
55886,0-20000
43209,0-20000
8355,50000-100000
52112,0-20000
397,>1000000
16561,20000-50000
59044,0-20000
30936,0-20000
46618,0-20000
32135,0-20000
35303,0-20000
13887,20000-50000
52056,0-20000
19972,0-20000
39763,0-20000
10102,50000-100000
25402,0-20000
55396,0-20000
17247,20000-50000
21260,0-20000
9054,50000-100000
53851,0-20000
12505,20000-50000
9064,50000-100000
25674,0-20000
44683,0-20000
40006,0-20000
42710,0-20000
18126,20000-50000
2566,200000-500000
45754,0-20000
34415,0-20000
28947,0-20000
11459,20000-50000
44188,0-20000
30290,0-20000
14269,20000-50000
18630,0-20000
34459,0-20000
6521,100000-200000
48661,0-20000
48375,0-20000
48938,0-20000
45001,0-20000
42974,0-20000
25050,0-20000
24100,0-20000
14256,20000-50000
40095,0-20000
1234,500000-1000000
19120,0-20000
58908,0-20000
31557,0-20000
6259,20000-50000
15055,20000-50000
9355,50000-100000
11352,20000-50000
13308,20000-50000
43476,0-20000
10967,20000-50000
46537,0-20000
35717,0-20000
52615,0-20000
11846,20000-50000
12615,20000-50000
22835,0-20000
56566,0-20000
49176,0-20000
55575,0-20000
44913,0-20000
56731,0-20000
49681,0-20000
10100,50000-100000
4537,100000-200000
40230,0-20000
8388,50000-100000
17248,20000-50000
22541,0-20000
50739,0-20000
49342,0-20000
22150,0-20000
20022,0-20000
1843,500000-1000000
7187,50000-100000
32448,0-20000
56966,0-20000
15196,50000-100000
3458,200000-500000
35312,0-20000
57357,0-20000
11031,20000-50000
7734,50000-100000
29590,0-20000
21891,20000-50000
24145,0-20000
44437,0-20000
43064,0-20000
13589,20000-50000
26500,0-20000
50253,0-20000
35159,0-20000
41427,0-20000
27116,0-20000
22902,0-20000
51093,0-20000
50572,0-20000
45387,0-20000
41992,0-20000
47356,0-20000
16849,20000-50000
10143,50000-100000
12281,20000-50000
25138,0-20000
9945,50000-100000
14126,20000-50000
27798,0-20000
41624,0-20000
16560,20000-50000
16130,20000-50000
1753,500000-1000000
11118,20000-50000
43912,0-20000
37150,0-20000
37942,0-20000
28978,0-20000
38106,0-20000
18322,20000-50000
13839,20000-50000
18402,0-20000
43732,0-20000
52166,0-20000
5068,100000-200000
17,>1000000
34654,0-20000
32926,0-20000
7806,50000-100000
51590,50000-100000
29893,0-20000
38594,0-20000
25407,0-20000
34070,0-20000
54999,0-20000
21929,0-20000
46363,0-20000
17158,20000-50000
51767,0-20000
50689,0-20000
45994,0-20000
57427,0-20000
53698,0-20000
47464,0-20000
6347,100000-200000
22746,0-20000
10735,20000-50000
14309,20000-50000
54245,0-20000
25491,0-20000
18416,0-20000
38704,0-20000
46062,0-20000
31693,0-20000
20607,0-20000
51476,0-20000
30564,0-20000
2335,200000-500000
30917,0-20000
45922,0-20000
56656,0-20000
21353,0-20000
34574,0-20000
27000,0-20000
41049,0-20000
25066,0-20000
7500,50000-100000
2861,200000-500000
10316,50000-100000
28708,0-20000
30663,0-20000
16453,20000-50000
6957,50000-100000
6503,100000-200000
51838,0-20000
15641,0-20000
14075,20000-50000
56081,0-20000
1652,500000-1000000
25502,0-20000
15943,20000-50000
1435,500000-1000000
34329,0-20000
39477,0-20000
52478,0-20000
16030,20000-50000
32337,0-20000
34431,0-20000
15762,20000-50000
12707,20000-50000
35445,0-20000
17064,20000-50000
41963,0-20000
41854,0-20000
2763,200000-500000
39149,0-20000
57765,0-20000
1025,500000-1000000
8703,50000-100000
6225,100000-200000
43890,0-20000
54469,0-20000
12203,20000-50000
10393,50000-100000
54510,0-20000
56366,0-20000
24781,0-20000
15390,20000-50000
53624,0-20000
25777,0-20000
632,>1000000
29487,0-20000
10567,20000-50000
57910,0-20000
49932,0-20000
23100,0-20000
8379,50000-100000
58505,0-20000
42878,0-20000
37934,0-20000
34748,0-20000
1822,200000-500000
15814,20000-50000
12779,20000-50000
31158,0-20000
18623,0-20000
31747,0-20000
58922,0-20000
11025,20000-50000
38335,0-20000
28427,0-20000
22441,0-20000
53369,0-20000
14066,20000-50000
55874,0-20000
58022,0-20000
50360,0-20000
48961,0-20000
38975,0-20000
30781,0-20000
22170,0-20000
4594,100000-200000
39663,0-20000
53549,0-20000
52330,0-20000
549,>1000000
33251,0-20000
10425,50000-100000
57052,0-20000
37758,0-20000
14928,20000-50000
52151,0-20000
42108,0-20000
51232,0-20000
4617,100000-200000
51336,0-20000
56090,0-20000
44183,0-20000
46871,0-20000
58613,0-20000
55215,0-20000
1228,500000-1000000
56957,0-20000
13385,0-20000
8844,50000-100000
38809,0-20000
58294,0-20000
31033,0-20000
34552,0-20000
53982,0-20000
53791,0-20000
502,>1000000
8934,50000-100000
20404,0-20000
14566,20000-50000
1465,500000-1000000
29233,0-20000
5726,100000-200000
37535,0-20000
38274,0-20000
14785,20000-50000
21298,0-20000
25090,0-20000
34189,0-20000
6261,100000-200000
18296,20000-50000
41516,0-20000
37053,0-20000
17840,20000-50000
50727,0-20000
35383,0-20000
35254,0-20000
34162,0-20000
28965,0-20000
57133,50000-100000
19558,0-20000
5757,100000-200000
30736,0-20000
44823,0-20000
38783,0-20000
27029,0-20000
34638,0-20000
33122,0-20000
32748,0-20000
54069,0-20000
15004,20000-50000
16718,20000-50000
29144,0-20000
48729,0-20000
1052,500000-1000000
3326,200000-500000
45189,0-20000
28358,0-20000
33230,0-20000
22194,0-20000
7856,50000-100000
30468,0-20000
26111,0-20000
55011,0-20000
904,>1000000
43831,0-20000
24305,0-20000
48026,0-20000
14607,20000-50000
11976,20000-50000
41689,0-20000
58147,0-20000
13178,20000-50000
44191,0-20000
35599,0-20000
35500,0-20000
41846,0-20000
57981,0-20000
52098,0-20000
48551,0-20000
48769,0-20000
33754,0-20000
52382,0-20000
11731,20000-50000
53322,0-20000
57406,0-20000
30875,0-20000
29381,0-20000
14139,20000-50000
45171,0-20000
15136,20000-50000
23195,0-20000
8790,50000-100000
23081,0-20000
41652,0-20000
48170,0-20000
15549,20000-50000
9391,50000-100000
33421,0-20000
3676,200000-500000
48579,0-20000
26220,0-20000
33503,0-20000
57675,0-20000
50889,0-20000
53746,0-20000
4218,100000-200000
1747,500000-1000000
22961,0-20000
13320,20000-50000
11086,20000-50000
25611,0-20000
23025,0-20000
34446,0-20000
36328,0-20000
22946,0-20000
12514,20000-50000
42291,0-20000
22109,0-20000
23958,0-20000
26844,0-20000
30694,0-20000
8528,50000-100000
53950,0-20000
49465,0-20000
29176,0-20000
42507,0-20000
27069,0-20000
45839,0-20000
696,>1000000
52856,0-20000
54156,0-20000
43109,0-20000
22447,0-20000
46575,0-20000
18717,0-20000
49459,0-20000
19987,0-20000
56781,0-20000
20744,0-20000
38174,0-20000
15406,20000-50000
18332,20000-50000
4468,100000-200000
56535,0-20000
29901,0-20000
20390,0-20000
24879,0-20000
28079,0-20000
44890,0-20000
13168,20000-50000
17863,20000-50000
21906,0-20000
17602,20000-50000
42068,0-20000
50988,0-20000
5593,100000-200000
32410,0-20000
8668,50000-100000
49074,0-20000
18948,0-20000
55559,0-20000
7759,50000-100000
25377,0-20000
4084,200000-500000
5719,100000-200000
22934,0-20000
26511,0-20000
30199,0-20000
38696,0-20000
47583,0-20000
17878,20000-50000
46430,0-20000
47973,0-20000
23745,0-20000
3508,200000-500000
16273,20000-50000
11928,20000-50000
35703,0-20000
51099,0-20000
44932,0-20000
21713,0-20000
55564,0-20000
39296,0-20000
44952,0-20000
33846,0-20000
28873,0-20000
11310,20000-50000
39885,0-20000
30161,0-20000
6324,100000-200000
45349,0-20000
38979,0-20000
32501,0-20000
56008,0-20000
30085,0-20000
54520,0-20000
27895,0-20000
47664,0-20000
14670,20000-50000
18591,0-20000
19054,0-20000
8918,50000-100000
51307,0-20000
50031,0-20000
30805,0-20000
55606,0-20000
55108,0-20000
6518,100000-200000
29466,0-20000
55918,0-20000
6319,100000-200000
53229,0-20000
29262,0-20000
10058,50000-100000
51398,0-20000
19567,0-20000
7937,20000-50000
35462,0-20000
20704,0-20000
50004,0-20000
39270,0-20000
47956,0-20000
15888,20000-50000
12895,20000-50000
42540,0-20000
13025,20000-50000
58962,0-20000
19198,0-20000
49942,0-20000
28674,0-20000
13303,20000-50000
55758,0-20000
20851,0-20000
7030,50000-100000
1143,200000-500000
38356,0-20000
56387,0-20000
24037,0-20000
58591,0-20000
8179,50000-100000
4046,200000-500000
2468,200000-500000
1629,200000-500000
34549,0-20000
54575,0-20000
46386,0-20000
57204,0-20000
36255,0-20000
23340,0-20000
4018,200000-500000
18258,20000-50000
1913,500000-1000000
25319,0-20000
29369,0-20000
56269,0-20000
52071,0-20000
42256,0-20000
16389,20000-50000
33240,0-20000
43680,0-20000
11757,20000-50000
23018,0-20000
26239,0-20000
5996,50000-100000
55433,0-20000
43921,0-20000
38343,0-20000
28661,0-20000
8626,50000-100000
13156,20000-50000
43166,0-20000
33665,0-20000
8978,50000-100000
6811,50000-100000
40899,0-20000
34075,0-20000
45757,0-20000
10332,50000-100000
20821,0-20000
16522,20000-50000
24546,0-20000
6676,100000-200000
6717,50000-100000
30583,0-20000
58069,0-20000
25748,0-20000
41699,0-20000
54620,0-20000
53980,0-20000
54346,0-20000
57666,0-20000
49749,0-20000
31586,0-20000
13264,20000-50000
10334,50000-100000
17395,20000-50000
37173,0-20000
1306,500000-1000000
15592,20000-50000
51203,0-20000
57885,0-20000
48892,0-20000
43234,0-20000
14184,20000-50000
50826,0-20000
56659,0-20000
9745,50000-100000
24862,0-20000
602,>1000000
39196,0-20000
47694,0-20000
27511,0-20000
2338,200000-500000
33488,0-20000
20102,0-20000
21438,0-20000
19795,0-20000
29676,0-20000
2166,200000-500000
48006,0-20000
10169,50000-100000
50002,0-20000
8518,50000-100000
39599,0-20000
51509,0-20000
30289,0-20000
52899,0-20000
25459,0-20000
6515,100000-200000
24346,0-20000
53502,0-20000
58241,0-20000
20235,0-20000
8187,50000-100000
28554,0-20000
31464,0-20000
15139,20000-50000
11283,20000-50000
13124,20000-50000
9609,50000-100000
43254,0-20000
35966,0-20000
31458,0-20000
43375,0-20000
29155,0-20000
19996,0-20000
5402,100000-200000
53905,0-20000
676,>1000000
39733,0-20000
8373,50000-100000
57013,0-20000
24278,0-20000
21829,0-20000
25452,0-20000
44322,0-20000
6282,100000-200000
58157,0-20000
50723,0-20000
14288,20000-50000
56982,0-20000
10141,50000-100000
17331,20000-50000
10261,50000-100000
30444,0-20000
23620,0-20000
14167,20000-50000
56649,0-20000
43338,0-20000
47825,0-20000
48520,0-20000
26065,0-20000
32174,0-20000
15912,20000-50000
9280,50000-100000
15500,20000-50000
30049,0-20000
43452,0-20000
47752,0-20000
22149,0-20000
44791,0-20000
3589,200000-500000
19734,0-20000
22881,0-20000
17191,0-20000
57485,0-20000
56678,0-20000
56745,0-20000
58120,0-20000
24307,0-20000
21292,0-20000
16494,20000-50000
55105,0-20000
55682,0-20000
26103,0-20000
8560,50000-100000
25943,0-20000
25758,0-20000
30683,0-20000
19566,0-20000
49023,0-20000
43840,0-20000
11258,20000-50000
6940,50000-100000
13280,20000-50000
34476,0-20000
7290,50000-100000
25213,0-20000
44940,0-20000
50623,0-20000
32473,0-20000
18715,0-20000
1619,500000-1000000
57651,0-20000
2914,200000-500000
33088,0-20000
1423,500000-1000000
24249,0-20000
20598,0-20000
42273,0-20000
29539,0-20000
58183,0-20000
36043,0-20000
25980,0-20000
39289,0-20000
24629,0-20000
23324,0-20000
16587,20000-50000
58800,0-20000
25559,0-20000
30066,0-20000
40565,0-20000
50531,0-20000
56961,0-20000
46884,0-20000
43098,0-20000
2560,200000-500000
44030,0-20000
19585,0-20000
29862,0-20000
25596,0-20000
58484,0-20000
36264,0-20000
17651,20000-50000
2075,200000-500000
46906,0-20000
50401,0-20000
41395,0-20000
39581,0-20000
26224,0-20000
7676,50000-100000
21222,0-20000
13352,20000-50000
47205,0-20000
46252,0-20000
40622,0-20000
36431,0-20000
5377,100000-200000
59001,0-20000
46235,0-20000
32226,0-20000
25153,0-20000
14143,20000-50000
36297,0-20000
2886,200000-500000
56083,0-20000
24409,0-20000
28241,0-20000
9182,50000-100000
54177,0-20000
16882,20000-50000
37201,0-20000
22708,0-20000
3531,200000-500000
48563,0-20000
28108,0-20000
49800,0-20000
51058,0-20000
18565,0-20000
52144,0-20000
2762,200000-500000
26843,0-20000
20095,0-20000
51530,0-20000
3331,200000-500000
39564,0-20000
14059,20000-50000
27912,0-20000
3553,200000-500000
37652,0-20000
27367,0-20000
54929,0-20000
41779,0-20000
4561,100000-200000
14725,20000-50000
3645,200000-500000
38860,0-20000
27672,0-20000
6558,100000-200000
26073,0-20000
25936,0-20000
11046,20000-50000
